to_id,from_id,post_type,date,text,copy_text
7110301,7110301,post,1501006300,"Мне на глаза случайно попалась упаковка Эргоферона. Вот что на ней - без всякого стеснения - написано (см. картинку; картинка нагуглена, но там правда это написано). <br><br>В 100^12, 100^30 и 100^50 раз! Люди, похоже, просто не понимают, насколько велики эти числа и с какими реальными объектами их можно соотнести. Причем не только читающие это, но и написавшие. <br><br>Для того, чтобы сделать первый раствор, создателям препарата нужно будет растворить один миллиграмм действующего вещества в миллионе миллиардов тонн воды. Это примерно в два раза больше, чем есть воды в Черном море. <br><br>Для второго раствора на один миллиграмм понадобится столько воды, что её не хватит во всем Тихом океане. Более того, если бы Сатурн целиком состоял из воды, её бы тоже не хватило. Понадобилось бы 8,2*10^28 водяных Сатурнов, чтобы осуществить задуманное. Кроме того, тк. число Авогадро составляет примерно ""всего лишь"" 6*10^23, части Сатурнов вообще не достанется ни одной молекулы действующего вещества. Я плохо помню, как правильно пользоваться числом Авогадро, но масштаб трагедии таков, что даже если где-то я ошибся в миллиард раз, это не меняет сути ситуации. <br><br>Возможно, в моих рассуждениях где-то есть фундаментальная ошибка (все-таки у людей, которые написали и одобрили этот текст в качестве описания медицинского препарата, есть, по идее, какое-то образование, да ведь?). Если так, буду очень рад, если кто-то объяснит мне, почему это всё не бред и как можно развести что-либо в 100^50 (гугол!) раз ¯\_(ツ)_/¯ В инструкции там, кстати, то же самое. А тремя строчками ниже написано: ""противовирусное средство"".<br><br>UPD: я не подумал о том, что процесс смешивания можно сколько угодно раз повторять рекурсивно, чтобы, хотя бы формально, получить нужно разведение. Спасибо за подсказку Илье Батурину. Хотя сравнения мои сравнения масштабов при этом, кажется, все равно справедливы)",NA
7110301,7110301,post,1500929432,"Нынешние сценаристы ""Игры престолов"" без опоры на книги совсем не справляются со сложностью мира, сюжета и отношений между персонажами, заданной оными книгами. Ни на полшишечки. На данный момент, по крайней мере, впечатление именно такое. А вот визуально неплохо)",NA
7110301,7110301,post,1500889064,#коробочки,NA
7110301,7110301,post,1500553169,#пяни #вкоробочках,NA
7110301,7110301,post,1500544184,,NA
7110301,7110301,post,1500463691,,NA
7110301,7110301,post,1500463191,,NA
7110301,7110301,post,1500450677,,NA
7110301,7110301,post,1500306411,#коробочка #кофе,NA
7110301,7110301,post,1500303467,Сфотографировать вишенки в коробочках было очень важно,NA
7110301,7110301,post,1499546195,"У фильма ""Джон Уик 2"" на IMDB рейтинг 7,7. Но, ох, насколько же это скучно, бессмысленно и неубедительно. Даже не уверен, что стоит досматривать до конца. Пока самое интересное - это наблюдать за поведением массовки, пока главные герои ""беспалевно"" бегают повсюду с пистолетами.",NA
7110301,7110301,post,1498844092,"Заинтересовался сервисами, которые привозят готовую еду на постоянной основе. Их оказалось довольно много, но подходящего я для себя не нашел. У них у всех какое-то довольно странное предложение. Некоторые говорят о супер-полезном корме для физкультурников с подсчитанными калориями и всем остальным, другие - ""дома как в ресторане"". <br><br>Но мне это не сильно интересно, самое главное - время. Кажется, что это должно в центре ценностного предложения таких сервисов - возможность не тратить на еду время и усилия. А так как ни у кого это в центре внимания не стоит, никто и не озаботился своевременной доставкой. <br><br>К примеру, в Сityfood, которые мне понравились больше остальных, сказали что минимальный интервал для планирования доставки - 2 часа. А это совсем не круто, тем более что нужно закладывать вероятность, что периодически они будут опаздывать. Жду, когда появится стартап, который осознает, что тут можно продавать свободное время, а не еду)",NA
7110301,7110301,post,1498832720,Они залетают к нам уже третий день,NA
7110301,7110301,copy,1498413253,"Я хочу быть свободным, чтобы видеть каравеллы",NA
7110301,7110301,copy,1498296758,И спали они долго и счастливо,NA
7110301,7110301,post,1497510105,Да здравствует прогресс! В автобусах снова турникеты.,NA
7110301,7110301,copy,1497189694,"Самое трудное в безделии состоит в том, что ты не можешь прерваться и отдохнуть.",NA
7110301,7110301,copy,1496423098,Охулето,NA
7110301,7110301,post,1495796327,,NA
7110301,7110301,copy,1494958417,"Выпускники нашего университета получают всестороннее образование, которое позволяет им успешно реализовать себя где угодно: хоть на кассе, хоть в торговом зале, хоть в доставке.",NA
7110301,7110301,post,1494836248,"А есть ли какой-то удобный продукт для управления вкладками в браузере?) Было бы классно объединять их в различные группы, которые можно свернуть и быстро восстановить при необходимости, выделять разными цветами/тегами, выборочно (но массово) добавлять в закладки, и все такое.)",NA
7110301,7110301,post,1494314204,"Один раз в жизни я покупал что-то на Алиэкспрессе, а тут вдруг мне звонит девушка с китайского номера и, как водится, используя ""язык, который считает английским"", расспрашивает (вроде бы) про то, как мне там всё понравилось и собираюсь ли я там что-то продавать или только покупать 0__о",NA
7110301,7110301,copy,1492798526,Как психологу получить больше клиентов. Пара радикальных идей от Елены Веселаго. <br> <br>https://www.youtube.com/watch?v=Ns_PwbUVyUc,"Кажется, это первое видео на такую тему, за которое мне хочется поблагодарить оратора, а не кинуть в ответ чем-то тяжелым или по меньшей мере тухлым) <br><br>Возможное возражение для меня связано с вопросом (открытым) о том, должны ли (и могут ли) услуги психологов стремиться к тому, чтобы быть стандартизированными. Стандартизированными в том смысле, что чем лучше становится метод и образование, тем меньшее значение имеет личность специалиста и всё, что лежит пределами метода. <br><br>Но идея вызывает позитивный отклик=)"
7110301,7110301,post,1492774338,"Кока-кола сделала Спрайт с огурцовым вкусом=) Он не настолтко вкусный, как можно было бы надеяться, но все равно круто)",NA
7110301,7110301,copy,1492706356,"Американский стартап Juicero за несколько лет успел привлечь $120 млн на создание «умной» соковыжималки.<br><br>Но недавно инвесторы проекта при помощи журналистов Bloomberg выяснили, что специальные пакеты с соком, которые продаёт компания, вполне можно выжимать и руками — и смысл в устройстве за $400 пропадает.<br><br>Теперь в венчурной среде потихоньку разгорается скандал<br><br>https://vc.ru/p/bloomberg-juicero","Если вам скажут, что у вас тупая идея для стартапа, не верьте! Чуваки сделали соковыжималку для выжимания сока из пакетиков (с соком). И самое главное - почти прокатило!"
7110301,7110301,post,1492543067,"Привет, друзья! Я как обычно) Пожалуйста, помогите провести очень интересное (или очень обреченное) исследование=)<br><br>Оно связано с апробацией новой методики (или даже метода!), поэтому испытуемых нужно много. Очень прошу, поддержите=)<br>Зато, наверное, это самая короткая анкета, что я когда-либо делал. Занимает около 10 минут)<br><br>Если что-то получится, потом обязательно расскажу о сути и результатах.<br>https://vk.com/app5619682_-82411386#167828",NA
7110301,7110301,copy,1492388972,"Новые данные по орудийной деятельности попугаев.<br><br>Группа австрийских и британских зоопсихологов показала, что какаду Гоффина не просто могут изготавливать орудия, но и изготавливают одно и то же орудие из разных материалов 😊.<br><br>https://www.youtube.com/watch?v=vBQpqtbxplQ<br><br>http://www.ox.ac.uk/news/2016-11-16-skilful-cockatoos-filmed-making-same-tool-different-materials-0",NA
7110301,7110301,copy,1492245594,Пойдём сегодня вечером проверять гипотезы?,NA
7110301,7110301,post,1491845668,Соответствие,NA
7110301,7110301,post,1491762362,Компартментализация,NA
7110301,7110301,post,1491733564,"Эх, мечты",NA
7110301,7110301,copy,1491398781,"- Всё не так сложно, как кажется! - успокаивал Кеннет Аппель разбушевавшегося Гротендика.",NA
7110301,7110301,post,1491397872,Моя первая статья на Хабре=),NA
7110301,7110301,post,1491079302,,NA
7110301,7110301,copy,1491076853,"6 апреля (четверг) в 19:30 <br> <br>Лекция ""[club141244487|Логические и философские языки]"" <br> <br>📢Анонс: <br>На втором занятии курса мы продолжим обсуждать логические и философские языки. Можно ли говорить на языке, в котором чуть больше сотни очень расплывчатых слов, или, наоборот, лучше использовать язык, который различает все мыслимые и немыслимые грамматические категории? А может быть, стоит общаться на универсальном языке математики — вдруг и для контактов с пришельцами пригодится? Токипона, ифкуиль, линкос — и это ещё далеко не всё, о чём пойдёт речь. <br> <br>🔎 Лектор: <br>Пиперски Александр Чедович - кандидат филологических наук, доцент Института лингвистики РГГУ, научный сотрудник Школы филологии НИУ ВШЭ. <br> <br>📌 По всем вопросам относительно лекции обращайтесь: <br>по телефону 8(929)579-64-56 <br>по почте arhe.msk@gmail.com <br> <br>Стоимость лекции - 500 рублей. <br>Скидки: студенты (50%), школьники (70%) <br>Абонемент на курс (5 лекций) - 2000 рублей <br>[студенты - 1250р; школьники - 750р]. <br> <br>По окончании курса выдается сертификат (только для слушателей, посещающих занятия по абонементу). <br> <br>📹 Также мы организуем прямую трансляцию лекции: <br>http://arhe.msk.ru/?page_id=4985 <br>Стоимость трансляции одной лекции - 200 рублей. <br>Оплатить можно через Тайм Пад: <br>http://arhe.msk.ru/?page_id=6722 <br>Задать вопросы и оплатить трансляцию другим способом можно, написав на почту: arhe.msk@gmail.com <br> <br>📍 Культурно-просветительский центр ""Архэ"", Москва, м.Спортивная, , ул.Малая Пироговская, д.29/7 строение 1 (ИФТИС МПГУ) <br> <br>#архэ #лингвистика #языки #искусственныеязыки #Пиперски #языковедение #лингвоконструирование #философские_языки #история #описание #ифкуиль #токипона #линкос",NA
7110301,7110301,post,1490829303,,NA
7110301,7110301,post,1490414680,Островок радости,NA
7110301,7110301,post,1490204487,"Оказывается, за все время использования ВКонтакте я написал людям, с которыми общался, примерно 150 000 сообщений. Моей программе понадобилось около 25 минут, чтобы получить это всё от сервера ВК. А вместе их текст без переносов строк занимает 3707 страниц. Прикольно!=)",NA
7110301,7110301,post,1490131262,Депрессивный Томита-парсер очень остро реагирует на опечатки.,NA
7110301,7110301,post,1489779780,Системы машинного перевода бывают правиловыми и статистическими.,NA
7110301,7110301,copy,1489778816,"5 пепяк пятницы | 17.03.2017<br><br>1) Кое-что коммерческое. Хотите заработать немного американских денег? Займитесь поиском чисел! Как вы думаете, сколько вы сможете получить, если случайно (или специально) найдете новое простое число? Оказывается, не так уж и мало. Если в вашем числе будет менее 100 миллионов цифр, вы получите 3000 долларов. А вот если больше – уже 50 тысяч! Понятно, что найти такое число совсем не просто, но зачем кому-то нужно за это платить? Дело в том, что простые числа используются в криптографии, например в кредитных карточках. Это объясняется тем, что, хотя поделить одно число на другое нетрудно, найти простые делители очень больших чисел чрезвычайно сложно. Поэтому произведения таких простых чисел может быть использовано в качестве открытого ключа. <br><br>2) Кое-что для раздумий: какие есть вопросы, ответ на которые действительно изменит мир?<br><br>3) Кое-что нелепое: неадекватная реакция на удар по почкам. В тем мрачные времена, когда статистический машинный перевод еще не был развит, в связи с чем переводчики работали ещё хуже, чем теперь, кто-то перевел автоматическим переводчиком инструкцию Майкрософт. Получилось крайне забавно.<br>Если вы только что закрепили себе Окна 95, вы можете увидеть, что ваша мышь плохо себя ведет. Курсор может не двигаться или движение мыши может проявлять странные следы на поверхности стола, окнах и обоях. Мышь может неадекватно реагировать на щелчок по почкам. <br>Но не спешите! Это могут быть физические проблемы, а не клоп Окон 95. Почистите вашу мышь. Отсоедините ее поводок от компьютера , вытащите гениталий и промойте его и ролики внутренностей спиртом. Снова зашейте мышь. Проверьте на переломы поводка. Подсоедините мышь к компьютеру. Приглядитесь к вашей прокладке (подушке) - она не должна быть источником мусора и пыли в гениталии и роликах. Поверхность прокладки не должна стеснять движения мыши.<br>Это не всё, сам текст довольно большой, остальное можно без труда найти в сети)<br><br>4) Кое-что грустноватое: песня на языке басков (см. ниже). <br><br>5) Кое-что летающее: первый в континентальной Европе скоростной поезд был создан в Германии 1933 году. Назывался он «Летающий Гамбургер». То есть, тфу, конечно, «Летучий Гамбуржец». В отличие от предыдущих скоростных поездов (в Англии и Америке), использующих паровозную тягу, у «Гамбургера» был дизель-электрический двигатель. Максимальная скорость поезда достигала 160 км/ч, а средняя скорость на маршруте Берлин-Гамбург, который он проходил чуть более чем за два часа, составляла 124 км/ч. На Ютубе даже видео есть: https://www.youtube.com/watch?v=k8VJmHq3YTo",NA
7110301,7110301,post,1489632093,Ученый 2 года жил в семье волков,NA
7110301,7110301,copy,1488569523,"1) Кое-что грубое: большое количество ненависти, направленное на Трампа, привело к появлению нового ругательства, которое заинтересовано лингвистов – shitgibbon. Оказывается, такая манера формирования ругательств восходит к шотландской традиции «flyting», состоящей в соревновательной ругани. Вот еще несколько забавных слов из Шотландии: fucknugget, cockwomble, chittirlilling. Не до конца ясно, что именно они означают, но точно обидно. <br><br>2) Кое-что польское: песня Marek Grechuta &amp; Anawa – «Korowód» (см. ниже)<br><br>3) Кое-что переоцененное: закон Парето. Кто из авторов литературы по бизнесу не любит твердить, что «20 % усилий дают 80 % результата, а остальные 80 % усилий — лишь 20 % результата»? Между тем нет никаких оснований утверждать, что указанное соотношение будет именно таким. А без количественной составляющей «закон Парето» сводится к самоочевидному наблюдению: «некоторые действия более эффективны, чем другие». Кроме того, вовсе не всегда можно исключить «неэффективные» 80% деятельности. <br><br>4) Кое-что философское: что делать? https://vk.com/video7110301_170866273<br><br>5) Кое-что неожиданное: самая большая энциклопедия. Как вы думаете, когда была собрана самая большая неэлектронная энциклопедия в истории человечества? Странным образом это не Британника или БСЭ, а Энциклопедия Юнлэ, созданная в 1403 году в Китае. Она насчитывала около 500 тысяч страниц и оставалась самой большой энциклопедией в мире в течение 600 лет, до XXI века, когда её превзошла по объему англоязычная Википедия.",Немного креативной ругани
7110301,7110301,copy,1488482196,"Токи Пона | Обзор языка | Часть 6<br>Предлоги II - tawa<br><br>== Словарик ==<br><br>kama — приходить, случаться, вызывать.<br>kiwen — камень, скала; твёрдый.<br>kon — воздух, атмосфера, ветер, дух.<br>pana — давать, отправлять, выпускать, излучать.<br>toki — язык; говорить, разговаривать.<br>tawa — идти, двигаться, двигать; к, до, для.<br><br>=============<br><br>Как мы уже говорили в прошлый раз, некоторые слова в Токи Пона могут быть как глаголами, так и предлогами. tawa может быть еще и прилагательным, в связи с чем у этого слова есть свои тонкости. Поэтому ему посвящен целый урок.<br><br>1) tawa как глагол (идти, двигаться, двигать) <br><br>tawa используется примерно так же, как и lon. Частица e после tawa не ставится, если имеется в виду собственное движение субъекта. <br><br>mi tawa tomo mi. = Я иду в мой дом. <br>ona li tawa utala. = Он идет на войну.<br>sina wile tawa telo suli. = Ты хочешь поехать к океану.<br>ona li tawa sewi kiwen. = Она идет на вершину скалы. <br><br>Что будет, если добавить e? То, что идет после частицы станет прямым дополнением, то есть, объектом, на который направлено действие. <br><br>mi tawa e tomo mi. = Я двигаю свой дом.<br>mi tawa e kiwen. = Я двигаю камни. <br>ona li tawa e len mi. = Она двигает мою одежду. <br><br>2) tawa как прилагательное (движущийся, подвижный)<br><br>tomo tawa = автомобиль, автобус<br>tomo tawa telo = лодка, корабль<br>tomo tawa kon = самолет, вертолет<br><br>3) tawa как предлог (к, до, для) <br><br>mi toki tawa sina. = Я говорю тебе. <br>ona li lawa e jan tawa ma pona. = Он привел людей к хорошей земле. <br>ona li kama tawa ma mi. = Она едет в мою страну. <br><br>Вот так tawa используется в качестве ""для"" в смысле ""для кого-то"":<br><br>mi pona e tomo tawa jan pakala. = Я починил дом для раненного человека.<br>Наверное, вы уже обратили внимание, что с этим предложением есть проблема. Мы разберемся с ней далее. <br><br>С помощью tawa можно сказать, что вам что-нибудь нравится:<br>ni li pona tawa mi. = Это хорошо для меня. / Мне это нравится. <br><br>Аналогичным образом можно сказать, что вам что-то не нравится:<br>ni li ike tawa mi. = Это плохо для меня. / Мне это не нравится. <br><br>Еще примеры:<br>kili li pona tawa mi. = Я люблю фрукты. <br>toki li pona tawa mi. = Я люблю говорить. / Я люблю языки. <br>tomo li ike tawa mi. = Я не люблю здания. <br>telo suli li ike tawa mi. = Я не люблю океан. <br><br>Из-за простоты грамматики Токи Пона, в языке нет возможности построить сложное предложение или составное глагольное сказуемое. Если я хочу сказать ""Мне нравится смотреть на пейзаж"", я НЕ могу использовать конструкцию вроде ""lukin e ma li pona tawa mi."" <br><br>Мне нужно будет использовать два простых предложения:<br> mi lukin e ma. ni li pona tawa mi. = ""Я смотрю на пейзаж. Мне это нравится.""<br>Похожую идею можно выразить иначе:<br>ma li pona lukin. = ""Пейзаж хорошо выглядит.""<br><br>Относительно большинства естественных языков - это потеря точности. Но Токи Пона и нужна для того, чтобы помогать смотреть на вещи проще и концентрировать на самом главном)) <br><br>Примерно так же заменяются сложноподчиненные предложения типа ""Он сказал мне, что ты ешь"". На Токи Пона это можно выразить следующим образом. <br>ona li toki e ni tawa mi: sina moku. = Он сказал мне (это): ты ешь.<br><br>4) Неоднозначность tawa<br><br>Посмотрим на предложение: mi pana e tomo tawa sina. Что имеется в виду?<br><br>- ""Я отдал твою машину"", если tawa используется как прилагательное<br>- ""Я отдал тебе дом"", если tawa используется как предлог<br><br>Как мы сможем решить эту проблему? Пока никак) Токи Пона - язык, ориентированный на контекст, и это одна из ""врожденных"" неоднозначностей. К счастью, их не так много. К ещё большему счастью, мы таки сможем разрешить эту неоднозначность, когда освоим специальную конструкцию в одной из следующих частей=)) <br><br>Обычно мы рассматриваем слова Токи Пона как играющие роль существительных, глаголов, прилагательных и так далее, потому что такие части речи есть в нашем языке. В Токи Пона, однако, слова формально не делятся на эти категории. Мне кажется особенно интересным пытаться понять на уровне смысла, почему именно одно и то же слово оказывается ""в разных ролях"" и осознавать его именно как одно слово, а не просто запомнить, что тут оно ""прилагательное"", тут ""глагол"", а тут ""предлог"". Ну, это такое..) <br><br>Ого! Этот урок получился очень длинным и сложным, особенно в сравнении с венгерским или арабским! 🙂 Что ж, на сегодня почти уже все)<br><br>Как обычно, немного практики - попробуйте перевести на Токи Пона:<br><br>Мне нравится Токи Пона. = ?<br>Мы дали им еды. = ?<br>Это для моего друга. = ?<br>Я хочу отравиться к нему домой на своей машине. = ?<br>(используя свою машину)<br><br>И на русский:<br><br>sina wile kama tawa tomo moku. = ?<br>mi tawa tomo toki. ona li pona tawa mi. = ?<br><br>#tokipona@mumimotto #tokipona<br><br>Составляя этот обзор, я во многом опирался на уроки, написанные jan Pije (Bryant Knight) на английском языке. В Сети также есть материалы на немецком, испанском и русском, но русская версия менее полна.",Самый сложный урок Токи Пона so far!
7110301,7110301,copy,1487959970,"5 пепяк пятницы | 24.02.2017<br><br>1) Кое-что красивое: язык Эсперанто. У него действительно крутой дизайн. Это полноценный язык, который можно выучить в среднем в 10 раз быстрее, чем какой-то другой. Кроме того, изучение Эсперанто помогает в освоении других языков. https://ru.wikipedia.org/wiki/Эсперанто <br><br>2) Кое-что милое: кот с сердечком. https://vk.cc/6hQiqW As is.<br><br>3) Кое-что любопытное: зонтик. Наверное, вы думаете, что слово ""зонтик"" произошло от слова ""зонт"", как, например, слово ""домик"" от слова ""дом""? А вот и нет. Все наоборот. Русское слово ""зонтик"" произошло от нидерландского zonnedek (навес от солнца). А потом уже превратилось в ""зонт"". <br><br>4) Кое-что статистическое: в успешной психотерапии, как правило, основные позитивные изменения наступают быстро, а дальше наступает плато, либо идут совсем небольшие изменения. Если в течение первых 6 недель позитивные изменения не наступают, можно с высокой вероятностью ожидать, что дальнейшая работа не будет успешной (Babor &amp; DelBoca, 2003).<br><br>5) Кое-что веселое: композиция ""Tarantella Americana"" (см. ниже)",Новая рубрика @)
7110301,7110301,copy,1487880914,"Токи Пона | Обзор языка | Часть 5<br>Предлоги I - lon и kepeken <br><br>== Словарик ==<br><br>kepeken — использовать; используя, с помощью<br>lon — быть, находиться, существовать; в, на.<br>poki — контейнер, коробка, чашка, корзина и т. д.<br>tawa — идти, двигаться, двигать; к, до, для.<br><br>=============<br><br>Необычная особенность слов lon, kepeken и tawa (будет в следующем уроке) в том, что они могут использоваться и как глаголы, и как предлоги. Рассмотрим по порядку.<br><br>1) lon (находиться, существовать, в, на)<br><br>mi lon tomo. = Я в доме. / Я нахожусь в доме.<br>mi moku lon tomo. = Я ем в доме.<br><br>Любопытно, что с точки зрения англоязычного автора оригинального урока jan Pije в первом случае lon считается глаголом (= to be). Для русскоговорящих принципиальной разницы в использовании lon между этими примерами нет.<br><br>suno li lon sewi. = Солнце находится в небе.<br>mi telo e mi lon tomo telo. = Я мою себя в ванной.<br>kili li lon poki. = Фрукт находится в корзине<br><br>В редких случаях lon так же может использоваться как транзитивный глагол (т.е. направленный на объект). В таком случае он означает ""сделать реальным"", ""вернуть к реальности"".<br><br>sina lon e wile sina. = Ты воплощаешь в реальность свои желания (мечты).<br>sina wile lon e ona! = Тебе нужно вернуть её к реальности! Например, это имеет смысл, если та, о ком идет речь заснула, отвлеклась и т.д.<br><br>2) kepeken (использовать; используя, с помощью)<br><br>Использование kepeken легче, чем других слов из этой части, потому что в роли глагола это слово всегда имеет предмет. А это значит, всегда используется с частицей e.<br><br>mi kepeken e ilo. = Я использую инструмент.<br>sina wile kepeken e ilo. = Ты должен использовать инструменты.<br>mi kepeken e poki ni. = Я использую эту чашку.<br><br>kepeken может использоваться также в качестве предлога (= with).<br><br>mi moku kepeken ilo moku. = Я ем ложкой / Я ем, используя ложку<br>mi lukin kepeken ilo suno. = Я смотрю при помощи фонарика<br><br>Для практики попробуйте перевести на Токи Пона:<br><br>Я починил фонарик, используя маленький инструмент. = ?<br>Инструменты в коробке. = ?<br>Эта бутылка в грязи. = ?<br><br>И на русский:<br><br>jan li toki kepeken toki pona lon tomo toki. = ?<br>tomo mi li lon ma sina. = ?<br><br>#tokipona@mumimotto #tokipona<br><br>Составляя этот обзор, я во многом опирался на уроки, написанные jan Pije (Bryant Knight) на английском языке. В Сети также есть материалы на немецком, испанском и русском, но русская версия менее полна.",Необычная особенность языка)
